attack_method,num_rows,breach_rate_pct,impact_mean
SI_NI_FGSM,480,31.458333333333332,0.17881255871422277
MI_FGSM,480,26.041666666666668,0.16178485813822288
MI_ADMIX_DI_TI,480,23.958333333333336,0.15091787559892206
TI_FGSM,480,20.0,0.12903404647950084
PGD,480,16.458333333333332,0.1011078991451844
